rating	text
4	an ancient-looking bottle. appetising, nutty, good length.  pleasing fruity background. very nice. bare 
3	petrolly almost. rich fruit.  quite burgundian.  probably ageworthy. a good 
2	ripe, fruity.  rather simple. quite new worldy.  
2	quite characterful. mothbally fruit. i like it in a way - more than the planeta but it hasn't the class of the isole wine. top 
2	inky, tannic. youthful, not that concentrated.  touch of mint.   
2	inky colour, tannic, quite silky fruit. classy. top ()
2	blackcurranty, minty, silky. perfectly nice but no real class.   
2	baked fruit.  quite reasonable given that, but not really special.  
3	lighter but more digestible.  pure, transparent wine. nicely drinkable.  bare 
3	very deep young red. timeless, in the sense that it is keeping well but not really developing. smoky. ultimately not so complex. 
2	pleasant but a bit faded and disjointed.  bare 
1	label mainly gone - clearly old. slightly sweet and a bit nutty.   
0	a bit stinky and faded.   there might be better bottles.   top 
3	yeasty, fruity. very nice. top 
3	before the event, while waiting for a taxi at d.l.'s.  deep colour,  marmalade, brown sugar, very attractive. dry enough at this time in its life to be a plausible aperitif. top 
3	not so deep a colour,  but very bright.  slightly leesy nose with very floral, high-toned fruit.  in the mouth, nice tannins, lovely acidity and great length. very classy.  bare ()
4	broader, more open on the nose. easier going.  lovely, but not quite as mineral as the intistieti.  bare ()
5	fantastic nose, a mix of floral scents and high-toned fruit.  explodes in the mouth.  ()
5	deeper colour, open, ravishing nose. creamy again, pure, but open rather than high-toned.  mature, i think.  bare 
5	a slight prickle at first, dissipates but perhaps takes the edge off a lovely, balanced, mature wine.   bare 
3	quite fine - touch caramelly perhaps but good old sherry - lovely oloroso like texture.   clearly been in bottle for decades.  good 
5	even  more luscious.  ethereal, nutty, long.  fascinating - even more so given the the lack of clarity about what it is.  
1	clean, dry, a bit leafy.  modern styled - could be anything.  
2	very nice - less characterful than tondonia and this seems only to be a crianza.  still very drinkable.  top 
4	creamy, citric, long.  lovely fine texture.  needs a year or two.  lovely. bare ()
3	rich, wine gums, very tannic and structured.  rather bitter currently.  rather extracted. new oak? 
3	cough-sweets, concentrated, extracted, tiring.  
3	not unlike the previous wine but less overwrought.  fine.  good 
2	rather vaish - nice underlying fruit. austere.   
3	dumb, dry, woody, overwrought.  a bit difficult.  bare 
3	woody again, extracted, big. 
4	tea nose, cedary fruitcake. sweet palate, quite leafy cab.   slightly chunky cos style - but very good.  
3	spice and marmalade -  intense - stands up to french examples very well.  very good indeed of its type.  
5	lovely - hints at old sherry and madeira.  fantastically elegant and fine from appearance to finish. stunning. 
2	floral, suggestions of warm hay.  light, refreshing, noticably off-dry. 
3	a single vineyard wine. floral, richer and better delineated than the basic wine. very drinkable. 
3	a special selection from various vineyards. dumb on the nose with some yeasty notes. very much demi-sec but nicely balanced with a rich palate. 
3	cartizze is meant to be the very best area. demi-sec again with a refined, complex nose and the sweetness seems in balance.  quite long.   top 
1	still prosecco - it does seem rather featureless! 
3	a passito wine made from prosecco grapes and bottled from a solera established in 1991 (this example bottled in 2003).  banana nose, elegant, attractive palate. very nice. at least 
3	nice nose but rather off-dry on the palate - spoils a nice wine.  bare 
2	a domaine in quintaine (macon). charming and easy - in the best sort of way.  a great advert for basic burgundy.  
3	delightful.  time to drink this, i think. 
2	intense, sherberty, rather closed - needs time.  at least ()
3	alive, fishy-metallic old burgundy - touch of 83 tannins.  could be better i suppose, given the terroir. others weren't so keen but for me a top   
4	high-toned, bright, delicious.  
3	grenache - ripe - luscious (nice vintage, i suppose).  some complaints that it was light and burgundian - but i thought it just proper grenachey chateauneuf.   pleasant but fading just a bit.  
5	very fine indeed.  
3	pure, structured, intense but unforced.  has the makings of a classic la chapelle.   ()
2	pure and elegant but very gutless and lacking complexity. disappointing.   a sign that jaboulet is losing it? 
4	kerosene, intense, ok but not huge acidity. very nice. 
4	ice-cream - lovely, dry, piquant  palate - intense.  quite tannic.  perhaps 
3	luxury pudding wine - fresh (disgorged 2003 i believe).   complex and lovely though i wonder if it would be better brut.  a taste of how champagne was a century ago. top 
3	pleasant old thing - without being particularly striking.  
4	like all the gravner whites, a deep golden colour quite unlike most modern white wines. jammy nectarine nose, rather red-wine-like.   grapey peach palate, long and honied.  striking and interesting. it has the structure (some tannins) and balance to improve. lovely. ()
4	a little diffuse on the nose by comparison - there's some extra complexity from the odd mix of grapes involved, but i feel that is superficial and i prefer the honied purity of the ribolla. excellent again.  
4	"honied nectarine again, excellent but lacking the depth of the 1999 - also perhaps a touch ""flatter"". still exciting. bare "
4	interesting, fine flavours - again a lot less weighty than the 1999.  perhaps scrapes in at 
3	at first very closed, on nose and palate.  apples and pears emerge with time on the former and honey on the latter. rather higher acidity. very strong.  i think this will turn out well. a good ()
3	a touch closed again on the nose and quite tannic on the palate.   again i guess this will open up beautifully.  ()
2	high-toned cherry fruit right through the palate.  charming, nice tannins, decent acidity.  very good. ()
2	ripe, very pure, cherry-like again.   pretty exciting wine, needing a few years yet. top ()
3	fresh, complex, lovely balance, this does not seem heavily extracted with its graceful elegance.  very fine.  top 
3	vinous nose, floral and rich fruit.  i good length, but it does seem very wood-influenced. no dosage, i believe, but it seems well-balanced. 
3	"a ""solera wine"" i gather. yeasty, rather good.   i must try a bottle properly one day. top "
3	tangy, salty, lovely old wine. top 
3	very fine and elegant with good intensity and length.  unless it fills out, it seems a little light on the mid-palate.  perhaps i am under-rating this - for now a top 
3	very elegant and fine - everything one could hope for from a second wine. about time to drink. 
3	medium weight and nicely resolved. pleasant drinking. bare 
3	a big rounded, fruity mouthful.  quite tannic and a touch awkward now, as this vintage often seems to be. needs a bit of time still. 
4	fantastic texture and density, really good. so suave. ()
3	difficult nose at first but opens out, showing silky-textured fruit with a lovely unforced concentration.   should try a bottle properly at some point. for now at least 
3	sa portugese oddity - piquant, high-toned, rather interesting. 
4	lovely - mouthwatering and delicious. scrapes 
5	seems rather evolved at first  - takes time to open up.  when it does it has amazing intensity and length.  the flavours centre around mushrooms and slow-moving rivers.  lovely.   
4	dry, intense, long.  benchmark wine, i feel.  
4	fragrant, dry,  a mid-palate hole but with time in the glass, lovely.  
3	classic old mosel sweety  -in pretty good condition.   a good  
4	dry, keroseney, long.  pretty much dry, in the trimbach style.  excellent.  
5	ravishing, fragrant nose.  middle-weight - balanced, long, lovely.  a top 
4	more sauvage, with bright fruit. still quite tannic - could do with a couple of year.  it won't be quite as graceful as the chave, but it's very, very good.   ()
4	porty - needs time - dry and flavoursome.  top 
4	very fine, dry,  ripe but not overblown.  classic cabernet cedaryness too. top 
3	nice rich, grassy, good.  
4	fine, elegant, possibly a touch spirity.  very classy but it perhaps needs to be studied carefully on a fairly clean palate.  still, i think  
2	a bit sulphury.  sauvignon dominated - like an oaked nz wine.  banana-like fruit.  bare 
3	much richer and better-textured. rounded, moderate acidity.  quite impressive.  
2	very immediate hit of warm-climate-like cab. easy-going - fine for a bbq.  no great finish.  bare 
3	ripe nose - touch of tobacco.  soft - yet not overstated.   tannins and oak evident on the finish. not the sort of wine i personally want to buy, but rather good in its  way.  a good  
3	quite forward - elegant - tannins resolved - dry finish - not so long.  bare 
3	lighter, but with some extra spice. a bit grippier than the 2000. quite complex and structured - drinking quite nicely.  top  
3	black cherry, high-toned, tannic,  some doubts about the underlying concentration.  top  
3	very closed.  becomes honeyed and delicious - needs decanting. provence herbs - bags of character.   ()
3	fine, attractive nose but the fruit while initially exciting is marred by a bitter twist towards the finish.   this defect seems less evident a day later - while the wine seems quite mature, i wonder if it might benefit from more time.  pretty good. 
4	cashews, yeasty bread, honey, creamy fruit - a different character on returning each time.   taught acidity and good length.  really fine - perhaps even ()
3	brioche and honey nose, quite citric (lemon and grapefruit) palate.  a little disjointed still but time will draw it together nicely.   softly frothy now, as one might expect from its youth.  very good. ()
4	most of my recent notes of this wine have been from a single case bought at auction a while ago.  i have since discovered from the nice people at gosset that it is a 93+94+95 blend.  lovely honey and apples with yeasty undertones.  some will say it is showing a touch of oxidative character and i suppose it is although i don't find it remotely a problem.  very rich but now in perfect balance. 
3	quitelarge-framed, a bit coarse and difficult towards the finish - perhaps a year in bottle would help.  ok, but i'm not wild about this. from a half. bare 
3	doughy but floral nose, quite tight, dry and precise,  elegant palate  - decent length but with a touch of hardness that needs a year or two.  very good.   bare ()
3	mainstream chassagne.   pretty good.   
2	a bit woody - extravagent oak as often with grivot.  dry and austerely planky. i'm not so keen - others may like more.  
3	very pleasant gamy old thing. drink soon.  bare 
3	oozes minerality, approachable but time will doubtless improve this.  very nice. bare  ()
2	rasins, a touch of oxidation, sweet pruney palate.  ok but unremarkable. 
3	lightweight, almondy, quite fine.  picquant and medicinal.  attractive as a lunchtime port! a good 
3	elegant, lightweight, fresh and bright.   rather nice. top 
2	very pale - the colour has dropped out as sediment. madeira-like nose, pleasant port palate. 
3	quite pale, rather eveloved (the level is bottom-shoulder which might be the reason).  rather savoury and delicious but   not quite what it ought to be, i feel.  top 
2	very pale, mushrooms and biscuits.  probably very old (some paper labels claim some of these bottles as 1850's - if any are, it's this one) and past its best.   
5	from different source and showing up all the previous wines.  lovely graceful old wine, fruity and scented, still fresh.   it develops in the glass and is completely delicious. top 
5	nutty, yeasty, lovely mature champagne. bare 
3	quite forward, slightly fat 98 style.  completely healthy but for drinking.  top 
4	mineral, clear, fine.  a stunning effort for the vintage. top 
4	still a touch hard but very fine. ()
3	probably substantially north african!   bare  
4	lovely mature claret.  perhaps even a bare 
4	dry, very smoky, quite baked fruit.  seems younger than its years. ()
2	gummy, quite intense, in-your-face stuff.  
3	rounded, very deeply coloured.  rather good. top 
3	very rancio, cloudy (and still so the next day).   rich and thick and with something of ozzie liquor muscat about it.  curious. top 
3	yeasty, very nice - champagne quality although different in character.  
3	tight, lovely, classic white burgundy()
3	rather evolved - creamy marzipan.  very good but might have been better a few years ago. top 
3	very much real wine, this oozes strength and individuality.  might well improve further. very nice.  makes an interesting comparison with the roda: i prefer this because its much less international. a good 
3	cassisy, peppery fruit.  rather international, but good of its sort.  
3	very classic, dry , tannic, high-toned.  top 
3	rich fruit. elegant - seems rather good. (this wine passed me by a bit - i think i was chatting too much and concentrating not enough - my main memory is jsut that it was very good.)  still,  ()
3	spicey,  rich, very m-c.   
4	elegant,  lovely balance. class always tells. bare 
4	very marmaladey, soft , delicious.   i need to think more about this - is it tokay somehow as it should be, or is it turned into something else for the modern market. i'm not sure yet, and i need to drink a couple of glasses more contemplatively.  still, it's at least very impressive.  
2	nicely shaped bottle, and reasobale stuff inside it. a bit coarse and woody, and a bit too sweet. ()
3	i think i've had this for a few years. it's certainly worth keeping. lovely honeyed and mineral palate. a joy. just goes to show that you shouldn't rush drinking champagne! top 
2	ok, but nothing out of the ordinary. 
3	i haven't had koonunga hill for ages. i was pleasantly surprised. very penfolds in style (no bad thing to my mind) - velvety smooth, not trying to be too big, gentle on the head. 
1	good nose, but not typical. a really very coarse palate. 
3	rather fine fruit with just a touch of lychee -  not very varietal now, more mineral - some will say too old but i think its at a peak.  pleasingly dry too - quite a fine wine.   is this just age or is this old-style zind before the days of extra residual sugar?  whatever, it's rather nice.  top 
3	tarry, fragrant, everything you could want from a typical, good barolo in a decent but not special vintage.   needs drinking in the next few years.  top 
3	rather deliciously smooth and fragrantly, softly volnay.   i noted after a while that this had been tarted up with quite a lot of new oak.  very good of its kind, and quite good even in absolute terms. 
3	lovely old-wine nose, fresh fruit.  coarsened after 30 minutes or so and faded a bit.  still rather pleasant.  no indication on this half as to whether this was a riserva or anything.   bare 
2	nicely made, fruity but not vulgar. very drinkable. bare 
2	no excessive 2003 flab although i'd like a bit more precision and minerality.  decent wine. 
4	excellent fruit, especially given the vintage. gamy and mineral. a lovely mouthful but the finish is a touch harsh.  still 
3	nice weight, attractive fruit but it seemed a bit flabby - maybe just a touch warm.  
5	creamy, fragrant, delicate, quite fine.  butterscotch background to greengage fruit.   completely fresh with a long finish.  (magnum) 
3	excellent - tropical-edged very lemony fruit. some oak i think. nice balance and very rich.  big - a bit modern but very good.  aiming at the beaucastel rousanne vv style perhaps. 
3	very fizzy to the extent of being a fault.  but  it wears off enough to form a judgement - quite mineral and characterful.  serious wine that i'd like to try again.  at least a good 
4	lovely, creamy, fine acidity, good length.  appetizing. lovely.   
3	a touch closed and struck matches too.  opens out - great concentration.  a top ()
3	nice rich fruit, dry long.  top 
3	still red pinot noir from champagne. so soft and silky.  gorgeously round.  easy-going.   one of the best non-burgundian pinots i have tasted.   top  
2	beetroot fruit - harder than the previous wines.  very baked and extracted.  this is really not a success. 
3	lots of grippy tannins.  highly-wrought and oaky.  not my sort of thing - but striking. certainly needs time but what will happen?  
5	very fine - deep, rich, silky with a lovely refined, dry palate.   splendid for vintage, but could one regret the lack of c-r typicity?  
3	rich pineapple, nice acid. very pleasant. bare 
2	lighter at the final analysis - although more mouthfilling. top 
3	bright, both metaphorically and literally. a touch hard on the finish still although coming round to drinking.   a touch short of the richness you might hope for from grahams in this vintage. still worth ()
4	acacia, nuts.  intense, dry, long. drinking but no hurry.  
4	lime, herbs, cream.  not heavy on the palate - lovely.  top  
3	big and muscular - grand cru intensity and rich finish.  very good.  ()
4	fragrant, piquant cranberry,  yet meaty (bovril) nose.  excellent for the vintage. partly on the basis of interest -  a bare 
3	promoted conversation - apart from anything else putting a wax seal on an australian wine is making a statement.   a touch mineral,  quite complex fruit - pure too and not overstated.   personally, i still find an overlying minty sweetness in the finish not to my taste although that might be less noticable with the right food.   interesting wine that somebody with more of a taste for australian style might rate a bit more. still  
2	fat, nice botrytis, a touch of paint-stripper and not so long. good 
3	less intense, less flawed and follows through a bit better to the finish. nice.  
5	lightweight yet concentrated.  ethereal, complex chocolatey fruit.  lovely.  
3	earthy, fresh fruity zingy nose with a hint of vanilla - good texture on the palate. my favourite of the three wines for drinking now. 
3	quite a soft wine - maturity taking over from the earlier gamay vibrancy i guess. initially a bit dumb and subdued, but after time the wine opened out. it would be interesting to try this in another couple of years to see whether it is just at a bit of an inbetween phase. for now 
3	excellent condition at 10 years old, very good fruit too, although for some reason i could not get that excited about it.  still a decent 
3	my last bottle of this - and hasn't it kept well.   completely fresh but fully mature, quite soft and very pleasingly drinkable. 
1	very juicy with a touch of italianate bitterness to give it a grown-up appeal.  finishes a touch abruptly perhaps. a good 
3	a glass at valvona's vincafe, even so clearly very elegant, refined, blanced and generally yummy. 
3	very classy, loads of fruit, fairly forward, drinking very nicely. top 
3	on opening, quite tough - you have to like tannins for this.  it does have the most fantastic ripe fruit though and 24 hours after opening it had really opened out.  delicious.  easy 
3	this guy is one hell of a winemaker.  this has concentrated tarry raspberry fruit on the nose, bags of tannins (which are ripe enough to be enjoyable even at this stage), super concentration and texture and a long finish.  high-toned, despite being a bit more forward than the 96.  excellent. easily ()
3	written from memory a day or two later: surprisingly old-fashioned orange-rimmed colour.  quite forward and easy-going, drinking ok at the moment in fact but surely more time can only improve matters.   very classy.   
3	quite dry, fairly austere but very good, particularly with some nibbles. bare ()
3	more forward and fragrant, not really noticably sweeter.   good 
2	this is half chardonnay and half pinot meunier - the latter not that apparent. very yeasty, seems a bit four-square at the moment (perhaps that is where one sees the p-m). rich and really very  long.   clearly need quite a lot of time,  and i can see it could well be very good in a decade or so, although it might be a bit light on finesse.  bare ()
3	curious - very exotic, vanillan, and highly vinous.  not everyones idea of champagne,  but you can't say it lacks character. i need to drink this over an evening (with food) and see how my relationship with it develops.  for now a top  
3	dry,  real puligny, quite intense.  not special but it does what it says on the tin.  
3	quite rich, mouthfilling wine.  lacks the classic finesse that marks out the stars. top 
3	nice fruit - pure, intense. 
3	a bit more oaky - but quality fruit again.  
3	depths, depths and more depths.   really lovely, both rich and piquant. very top ()
3	burnt, dense, exotic, meaty.   tannic.  austere, difficult.  this might yet come good, and even now it is arresting and interesting drinking.   risky to rely on it evolving well, but if all goes well  ()
3	attractive green rim - never a bad sign.   on the palate, like a really fine old madeira in every way except there is not the real intensity or searing acidity on the palate.  the flavours however are very fine and this is a lovely drink.   top 
3	chocolatey fruit - very nice old colheita. top 
4	possibly a touch too old now, but lovely old champagne nonetheless. mature and elegant for its depth. 
4	one of the first wines i bought with a view to keeping. i love old white burgundy, and this didn't let me down. lovely, oily, nutty ethereal stuff. 
2	disappointing. not past it, but just not particularly special. maybe it still needs loads more time to develop? 
5	lovely pure beetroot and raspberry nose. drinking very well. silky. 
3	ok, so we drank this thinking it was showing well for the 1978 vintage. the label wasn't in the best condition. the next morning i was just sorting through the corks when i noticed we had really been drinking the 1982. the last time i had this wine i was disappointed, and i was again this time. it's ok, but it hasn't got the structure or depth expected. 
1	stylish nose, slightly resinous - a bit thin on the palate. pleasant. 
1	slightly flat, flavoursome,  a bit rustic. interesting, up to a point.  
3	rich fruit. lovely burgundy.   good intensity and structure.  needs time.  top ()
3	mothbally at first. disjointed but intense palate.  emerges - needs  time.  will be great i suspect. ()
4	honied nose, strong palate.  quite evolved - ready in fact and needing drinking over the next few years, i suspect.   even unflawed 96's seem to be aging quite quickly.  
4	open,  peachy, luxurious. a little light, some thought, but i loved it.  
3	cough-sweet and smoky. interesting, but slightly harsh on the finish.  perhaps needs time. ()
2	grenachey,  cassis overtones - quite raw finish.  a bit rubbery.  
3	caramel nose.  a touch rough,  perhaps.   opens out - quite classically chateauneuf. top 
4	nice balance,  clearly warm-vintage. a lovely balance of slavours.   coming round to drinking quite fast.  a good 
3	yummy drinkability. stands up in this company - if a bit simple.  
4	fragrant nose.  gummy, rich, very fine.  
3	a touch woody.  pleasant, persistent, but perhaps a bit thin.  bare 
2	burnt, a bit thin.  bare 
3	fragrant fruit, a touch hard, a touch of aniseed.  fairly lightweight.  top 
3	my memory of vintages of this provence wine from some years ago is of the fruit being a bit sweet - this though seems rather good: provencal herbs over cassis fruit with a lot of smoky cigar box.   very much a point and it has kept well.  a little simple perhaps but i believe this was not a particularly good vintage for the property.   good effort - i'd like to try some other vintages. 
3	quite concentrated and flavoursome, but lacking finesse for me in a way that i'm not sure more time will alleviate.  pleasant then but not  fantastic. 
3	smoke and pepper - fruit gently weakening perhaps but very drinkable. 
3	blackberry and apple fruit with interesting sauvage overtones - once open for a few hours, very stylish indeed.   will probably improve for a year or two.  
3	a bit stinky on opening - it blows off to some extent but a touch of something foetid remains.  still, quite a dense, brown-sugar palate follows with a hint of volatility or something.   good rather than exceptional. 
1	fruity, grassy - like a new world semillon.  pleasant enough. 
1	nice fruit quality - quite suave.  decent length.  top 
4	very fresh raspberry fruit with a meaty underlay.  very refined texture and good length.   once it has been open a while it seems even more burgundian.  it needs a bit more minerality or something to be truly outstanding.  scrapes 
3	slate, sherbert, a touch sour as msr wines can be.  good length, maybe a touch hollow in the middle - something i find occasionally with the vintage.  fine, but not exceptional by the high standards of the domain.  top 
4	quite tight and closed, but opens out with time as it warms up.  excellent intensity and a long brioche finish.  good balance.  ()
0	very thin and dull.  drinkable but 
3	modern-styled, but very nicely done.   limey acidity.  satisfying, but completely upstaged by the jobard that follows.  
3	"more reserved, but much more complexity and ""beyond-fruit"" flavours.   excellent.  ()"
3	dry, reserved, quite persistent. rather good.  bare ()
3	softer and rounder than the lafarge below.  still quite piquant on the palate.   
3	dry, fragrant, good length.  fairly austere at first and less flattering than the jadot wine.  might till improve touch, while the jadot is ready.  
3	open 24 hours.  seems good. quite mineral.  
2	sold to me in oddbins as the wine that beat dom perignon in a recent competition. actually it might have been the nv blin that did this - different assistants in oddbins attributed the result to both wines. this wine is good, but not dp good. there's a touch of sweetness and some heaviness of hand. ()
3	good strawberry nose and pleasantly elegant palate. 
1	drinkable. 
4	rich, quite forward (sepcially for the vintage), the quality shows in the persistence.  lovely juniper/gin edge to the nose. 
3	a belnd of 95 and 96. strawberry fruit, impressive at first but it does seem simple compared to the deutz.   weighty but not so intense.  good though for the price.  
3	quite varietal but with an added complexity and some non-fruit chatracter that makes it stand out.  drinking very nicely. top 
2	lighter and a touch vegetal.  a touch thin but nevertheless it is a wine of character. top 
3	richer again, as with the 93 you might struggle to spot the grape variety: no bad thing in my mind.  an interesting mature wine 
3	very fine, very characteristically southern rhone. top 
4	really quite northern rhone-like and very stylish, gamy syrah. 
5	very complex, smoky wine.  really lovely. scrapes 
4	gamy but elegant.  a little overawed by the rayas wines, but fine. bare 
4	balanced and rich, but perhaps not showing ideally now.  a little more time might help. still 
2	very creamy but not rich.   dies a bit in the glass.   interesting, and pretty good for an average vintage, vineyard, etc. top 
3	difficult on opening - gamy almost and austere.  opens out nicely. top 
3	nicely set up and needing a bit of time yet.   i feel this hasn't the fineness to be great but it is very good.  ()
